@relation FusionTrain
@attribute f_0 numeric
@attribute f_1 numeric
@attribute f_2 numeric
@attribute f_3 numeric
@attribute f_4 numeric
@attribute f_5 numeric
@attribute f_6 numeric
@attribute f_7 numeric
@attribute f_8 numeric
@attribute f_9 numeric
@attribute f_10 numeric
@attribute f_11 numeric
@attribute f_12 numeric
@attribute f_13 numeric
@attribute f_14 numeric
@attribute f_15 numeric
@attribute f_16 numeric
@attribute f_17 numeric
@attribute f_18 numeric
@attribute f_19 numeric
@attribute f_20 numeric
@attribute f_21 numeric
@attribute f_22 numeric
@attribute f_23 numeric
@attribute f_24 numeric
@attribute f_25 numeric
@attribute f_26 numeric
@attribute f_27 numeric
@attribute f_28 numeric
@attribute f_29 numeric
@attribute f_30 numeric
@attribute s numeric
@attribute l numeric
@attribute label {A,B,C,D}
@data
760.0,309.0,243.0,157.0,179.0,102.0,65.0,78.0,89.0,98.0,78.0,37.0,56.0,61.0,81.0,42.0,48.0,53.0,36.0,49.0,56.0,43.0,60.0,81.0,68.0,26.0,43.0,56.0,69.0,56.0,27.0,281.0,17.5,C
522.0,287.0,150.0,180.0,138.0,72.0,47.0,45.0,40.0,46.0,53.0,24.0,28.0,48.0,78.0,54.0,38.0,51.0,39.0,42.0,51.0,55.0,51.0,56.0,65.0,56.0,54.0,52.0,81.0,64.0,34.0,255.5,20.0,C
426.0,401.0,232.0,162.0,68.0,71.0,34.0,33.0,36.0,47.0,52.0,42.0,46.0,74.0,82.0,61.0,35.0,46.0,36.0,21.0,45.0,59.0,24.0,25.0,54.0,62.0,32.0,46.0,52.0,50.0,13.0,230.0,29.5,C
928.0,306.0,291.0,270.0,165.0,100.0,68.0,69.0,44.0,47.0,50.0,41.0,33.0,52.0,72.0,64.0,54.0,68.0,38.0,27.0,30.0,58.0,51.0,38.0,63.0,88.0,51.0,44.0,21.0,52.0,36.0,294.0,59.0,C
1286.0,197.0,308.0,301.0,224.0,124.0,128.0,127.0,97.0,73.0,18.0,46.0,17.0,47.0,40.0,41.0,81.0,80.0,45.0,31.0,29.0,59.0,68.0,47.0,68.0,90.0,51.0,22.0,47.0,56.0,74.0,281.0,60.5,C
1096.0,321.0,241.0,290.0,177.0,131.0,98.0,146.0,99.0,114.0,92.0,60.0,34.0,31.0,25.0,26.0,76.0,73.0,41.0,19.0,28.0,64.0,57.0,30.0,43.0,60.0,35.0,32.0,63.0,70.0,64.0,281.0,49.0,C
442.0,349.0,162.0,250.0,123.0,137.0,97.0,149.0,40.0,146.0,110.0,40.0,33.0,39.0,65.0,49.0,59.0,46.0,34.0,20.0,37.0,56.0,36.0,33.0,31.0,44.0,55.0,50.0,63.0,31.0,62.0,281.0,27.5,C
596.0,128.0,174.0,197.0,199.0,164.0,145.0,130.0,116.0,147.0,96.0,44.0,49.0,66.0,80.0,82.0,66.0,19.0,33.0,29.0,45.0,41.0,25.0,41.0,62.0,63.0,56.0,76.0,58.0,44.0,50.0,319.5,17.0,C
522.0,141.0,116.0,223.0,202.0,137.0,88.0,98.0,56.0,118.0,99.0,41.0,52.0,62.0,46.0,65.0,68.0,35.0,24.0,20.0,33.0,37.0,38.0,60.0,73.0,45.0,29.0,66.0,71.0,44.0,42.0,268.5,17.0,C
352.0,83.0,211.0,211.0,149.0,129.0,86.0,74.0,81.0,91.0,67.0,31.0,44.0,44.0,41.0,35.0,39.0,40.0,14.0,25.0,21.0,25.0,33.0,46.0,41.0,36.0,23.0,40.0,36.0,31.0,36.0,307.0,43.5,C
879.0,459.0,300.0,92.0,85.0,144.0,99.0,50.0,68.0,115.0,86.0,59.0,69.0,33.0,29.0,49.0,39.0,38.0,22.0,33.0,28.0,29.0,40.0,25.0,24.0,33.0,22.0,30.0,33.0,47.0,51.0,281.0,51.333332,C
1508.0,626.0,385.0,202.0,215.0,233.0,68.0,59.0,88.0,102.0,95.0,101.0,81.0,15.0,47.0,70.0,62.0,45.0,37.0,47.0,65.0,59.0,31.0,35.0,24.0,55.0,37.0,31.0,42.0,51.0,63.0,230.0,58.0,C
760.0,664.0,254.0,377.0,333.0,295.0,109.0,37.0,53.0,83.0,78.0,81.0,73.0,31.0,60.0,84.0,74.0,43.0,25.0,53.0,86.0,60.0,31.0,45.0,39.0,74.0,55.0,43.0,40.0,65.0,84.0,230.0,44.0,C
600.0,373.0,486.0,570.0,331.0,276.0,175.0,64.0,62.0,76.0,80.0,91.0,72.0,61.0,73.0,75.0,60.0,54.0,41.0,38.0,69.0,55.0,32.0,39.0,56.0,86.0,32.0,38.0,65.0,81.0,64.0,255.5,33.5,C
1011.0,377.0,345.0,546.0,465.0,256.0,227.0,132.0,103.0,68.0,65.0,99.0,76.0,56.0,73.0,73.0,50.0,70.0,50.0,41.0,59.0,62.0,37.0,45.0,50.0,82.0,69.0,55.0,57.0,59.0,43.0,255.5,19.333334,C
828.0,431.0,228.0,431.0,435.0,278.0,132.0,198.0,115.0,48.0,74.0,64.0,39.0,60.0,68.0,73.0,50.0,72.0,66.0,49.0,80.0,69.0,36.0,51.0,37.0,60.0,84.0,60.0,43.0,45.0,26.0,307.0,24.0,C
591.0,258.0,185.0,432.0,395.0,252.0,122.0,163.0,118.0,42.0,74.0,60.0,19.0,53.0,87.0,53.0,50.0,52.0,53.0,55.0,72.0,69.0,34.0,61.0,48.0,25.0,47.0,55.0,25.0,48.0,27.0,306.5,24.0,C
261.0,275.0,251.0,243.0,172.0,159.0,130.0,96.0,86.0,71.0,76.0,83.0,44.0,70.0,98.0,60.0,26.0,31.0,57.0,28.0,39.0,45.0,51.0,74.0,59.0,20.0,31.0,55.0,51.0,39.0,34.0,281.0,50.5,C
1006.0,500.0,155.0,142.0,133.0,82.0,81.0,89.0,78.0,92.0,64.0,82.0,47.0,67.0,61.0,57.0,32.0,23.0,42.0,40.0,45.0,49.0,47.0,63.0,58.0,43.0,40.0,46.0,46.0,35.0,17.0,255.5,48.0,C
1377.0,408.0,254.0,187.0,142.0,49.0,91.0,89.0,85.0,63.0,58.0,61.0,70.0,44.0,23.0,31.0,29.0,19.0,25.0,49.0,50.0,44.0,39.0,64.0,56.0,60.0,49.0,31.0,36.0,33.0,27.0,217.0,48.5,C
1066.0,280.0,429.0,370.0,216.0,112.0,78.0,91.0,80.0,57.0,39.0,81.0,76.0,63.0,29.0,25.0,29.0,34.0,25.0,50.0,54.0,36.0,47.0,47.0,52.0,44.0,48.0,45.0,30.0,13.0,35.0,255.5,34.0,C
645.0,290.0,358.0,432.0,272.0,171.0,114.0,99.0,77.0,67.0,76.0,110.0,111.0,73.0,50.0,38.0,43.0,46.0,50.0,41.0,47.0,45.0,32.0,51.0,56.0,36.0,38.0,36.0,42.0,32.0,16.0,315.0,29.5,C
347.0,159.0,244.0,277.0,149.0,108.0,107.0,58.0,77.0,64.0,86.0,98.0,69.0,71.0,51.0,36.0,45.0,40.0,46.0,53.0,45.0,39.0,12.0,51.0,65.0,51.0,35.0,29.0,55.0,45.0,26.0,294.0,24.0,C
209.0,432.0,279.0,248.0,192.0,196.0,197.0,153.0,177.0,97.0,120.0,102.0,71.0,52.0,46.0,49.0,39.0,29.0,61.0,42.0,39.0,29.0,39.0,36.0,38.0,38.0,39.0,26.0,34.0,47.0,26.0,307.0,35.5,C
715.0,631.0,507.0,357.0,350.0,362.0,339.0,260.0,183.0,168.0,151.0,127.0,108.0,70.0,62.0,39.0,42.0,54.0,60.0,59.0,36.0,43.0,34.0,26.0,34.0,46.0,49.0,31.0,38.0,54.0,58.0,255.5,51.5,C
1316.0,593.0,434.0,315.0,247.0,311.0,308.0,195.0,61.0,130.0,100.0,62.0,86.0,70.0,54.0,23.0,24.0,60.0,52.0,58.0,34.0,54.0,32.0,23.0,28.0,45.0,42.0,35.0,63.0,66.0,42.0,306.5,47.5,C
1165.0,586.0,222.0,349.0,199.0,227.0,146.0,100.0,58.0,52.0,63.0,45.0,37.0,61.0,66.0,31.0,40.0,56.0,60.0,54.0,40.0,48.0,18.0,26.0,27.0,38.0,24.0,50.0,97.0,72.0,23.0,217.0,36.0,C
740.0,416.0,594.0,672.0,586.0,282.0,127.0,67.0,64.0,47.0,61.0,72.0,61.0,80.0,69.0,79.0,66.0,63.0,66.0,46.0,51.0,51.0,41.0,41.0,28.0,30.0,37.0,55.0,82.0,67.0,42.0,294.0,28.5,C
608.0,513.0,762.0,855.0,717.0,369.0,108.0,99.0,89.0,52.0,55.0,81.0,75.0,97.0,68.0,82.0,64.0,65.0,70.0,48.0,68.0,54.0,71.0,54.0,25.0,17.0,35.0,50.0,44.0,50.0,41.0,307.0,25.5,C
394.0,449.0,454.0,520.0,493.0,304.0,60.0,85.0,89.0,61.0,72.0,62.0,53.0,93.0,51.0,47.0,45.0,54.0,51.0,65.0,82.0,66.0,64.0,37.0,38.0,35.0,46.0,31.0,22.0,39.0,50.0,281.0,42.5,C
73.0,66.0,60.0,112.0,94.0,50.0,73.0,54.0,47.0,39.0,38.0,75.0,58.0,26.0,54.0,115.0,69.0,45.0,80.0,44.0,45.0,17.0,24.0,11.0,38.0,43.0,40.0,33.0,62.0,56.0,35.0,153.0,51.0,D
58.0,81.0,80.0,140.0,87.0,27.0,32.0,28.0,25.0,30.0,59.0,80.0,58.0,20.0,56.0,83.0,101.0,79.0,53.0,16.0,38.0,28.0,27.0,24.0,36.0,33.0,41.0,62.0,47.0,42.0,27.0,230.0,38.5,D
286.0,119.0,165.0,199.0,125.0,55.0,45.0,35.0,26.0,41.0,47.0,47.0,63.0,64.0,55.0,50.0,92.0,59.0,30.0,42.0,23.0,37.0,42.0,48.0,35.0,33.0,38.0,80.0,47.0,49.0,50.0,191.5,27.0,D
643.0,188.0,250.0,260.0,145.0,45.0,54.0,37.0,46.0,40.0,15.0,45.0,46.0,72.0,83.0,63.0,37.0,32.0,31.0,36.0,38.0,68.0,69.0,66.0,69.0,53.0,63.0,88.0,85.0,60.0,47.0,153.0,17.5,D
883.0,137.0,251.0,195.0,152.0,63.0,51.0,65.0,57.0,49.0,29.0,42.0,80.0,96.0,64.0,42.0,34.0,29.0,42.0,27.0,40.0,78.0,61.0,66.0,63.0,62.0,48.0,70.0,61.0,51.0,51.0,204.33333,21.5,D
924.0,296.0,76.0,106.0,104.0,98.0,110.0,64.0,83.0,74.0,41.0,50.0,85.0,74.0,35.0,26.0,42.0,35.0,46.0,36.0,32.0,55.0,32.0,42.0,42.0,32.0,54.0,50.0,35.0,40.0,54.0,153.0,40.0,D
1562.0,596.0,346.0,210.0,182.0,188.0,204.0,141.0,65.0,70.0,86.0,64.0,86.0,46.0,35.0,23.0,48.0,51.0,55.0,42.0,23.0,42.0,35.0,39.0,26.0,49.0,73.0,62.0,52.0,41.0,56.0,191.5,48.333332,D
1243.0,934.0,641.0,284.0,209.0,189.0,219.0,145.0,48.0,51.0,103.0,96.0,45.0,47.0,36.0,30.0,53.0,71.0,73.0,46.0,40.0,56.0,65.0,49.0,15.0,58.0,81.0,63.0,49.0,16.0,41.0,191.5,48.666668,D
204.0,587.0,615.0,408.0,140.0,152.0,108.0,84.0,65.0,59.0,114.0,86.0,61.0,61.0,65.0,65.0,53.0,82.0,48.0,42.0,31.0,49.0,61.0,33.0,22.0,42.0,58.0,47.0,56.0,32.0,20.0,153.0,37.5,D
443.0,253.0,475.0,494.0,333.0,188.0,76.0,66.0,75.0,49.0,80.0,74.0,44.0,75.0,63.0,60.0,45.0,66.0,49.0,55.0,66.0,70.0,56.0,20.0,27.0,23.0,23.0,38.0,43.0,35.0,23.0,191.5,24.0,D
387.0,245.0,300.0,345.0,352.0,176.0,98.0,68.0,66.0,44.0,59.0,50.0,59.0,42.0,60.0,43.0,40.0,59.0,51.0,64.0,71.0,52.0,81.0,57.0,25.0,13.0,21.0,45.0,29.0,33.0,31.0,230.0,25.5,D
721.0,201.0,158.0,230.0,209.0,126.0,60.0,53.0,75.0,45.0,40.0,56.0,58.0,48.0,32.0,43.0,49.0,51.0,38.0,55.0,63.0,100.0,87.0,51.0,29.0,6.0,38.0,55.0,37.0,31.0,22.0,191.5,47.0,D
1287.0,335.0,142.0,254.0,132.0,64.0,40.0,60.0,104.0,56.0,46.0,62.0,73.0,91.0,53.0,85.0,90.0,50.0,50.0,54.0,69.0,100.0,70.0,24.0,52.0,35.0,56.0,58.0,31.0,45.0,50.0,153.0,51.5,D
1550.0,761.0,527.0,242.0,108.0,90.0,74.0,84.0,93.0,75.0,62.0,42.0,77.0,111.0,99.0,92.0,89.0,69.0,62.0,63.0,64.0,57.0,77.0,36.0,64.0,67.0,32.0,51.0,55.0,60.0,57.0,153.0,53.5,D
420.0,1082.0,756.0,260.0,65.0,85.0,62.0,90.0,76.0,65.0,44.0,77.0,58.0,73.0,136.0,69.0,35.0,36.0,46.0,45.0,54.0,44.0,77.0,30.0,60.0,72.0,25.0,45.0,65.0,47.0,40.0,191.5,44.0,D
678.0,748.0,644.0,332.0,63.0,75.0,57.0,64.0,51.0,66.0,23.0,44.0,79.0,106.0,123.0,60.0,37.0,34.0,51.0,42.0,52.0,35.0,62.0,61.0,53.0,59.0,30.0,43.0,41.0,41.0,32.0,191.5,34.0,D
656.0,407.0,188.0,289.0,177.0,116.0,101.0,63.0,60.0,87.0,57.0,45.0,107.0,110.0,70.0,41.0,26.0,44.0,52.0,53.0,47.0,34.0,37.0,43.0,30.0,28.0,36.0,36.0,46.0,42.0,62.0,153.0,25.5,D
224.0,95.0,157.0,250.0,312.0,209.0,144.0,93.0,66.0,73.0,98.0,103.0,80.0,50.0,37.0,30.0,28.0,43.0,48.0,33.0,61.0,28.0,42.0,35.0,37.0,37.0,29.0,39.0,46.0,56.0,73.0,153.0,30.0,D
320.0,150.0,89.0,228.0,179.0,185.0,102.0,94.0,60.0,126.0,114.0,46.0,77.0,43.0,53.0,54.0,64.0,62.0,47.0,63.0,71.0,47.0,30.0,35.0,58.0,61.0,39.0,28.0,67.0,72.0,46.0,178.66667,48.0,D
595.0,170.0,173.0,219.0,100.0,204.0,136.0,107.0,71.0,147.0,131.0,86.0,78.0,72.0,54.0,62.0,82.0,71.0,24.0,52.0,54.0,33.0,43.0,52.0,67.0,50.0,56.0,48.0,41.0,67.0,20.0,255.5,54.0,D
788.0,115.0,191.0,260.0,212.0,176.0,198.0,156.0,110.0,79.0,102.0,141.0,89.0,69.0,46.0,60.0,76.0,66.0,29.0,49.0,43.0,31.0,27.0,43.0,35.0,35.0,74.0,56.0,49.0,54.0,46.0,221.33333,57.0,D
718.0,136.0,180.0,276.0,187.0,39.0,143.0,123.0,69.0,62.0,50.0,115.0,117.0,86.0,57.0,58.0,48.0,66.0,38.0,45.0,45.0,20.0,20.0,29.0,22.0,34.0,65.0,63.0,64.0,46.0,9.0,153.0,55.5,D
428.0,315.0,225.0,156.0,230.0,156.0,79.0,41.0,48.0,52.0,65.0,71.0,50.0,84.0,32.0,63.0,66.0,58.0,19.0,25.0,45.0,54.0,28.0,23.0,50.0,46.0,31.0,62.0,57.0,42.0,39.0,191.5,39.0,D
622.0,262.0,295.0,274.0,272.0,145.0,64.0,36.0,67.0,87.0,81.0,99.0,76.0,54.0,30.0,67.0,91.0,80.0,53.0,40.0,61.0,64.0,40.0,29.0,42.0,62.0,44.0,67.0,39.0,28.0,52.0,191.5,24.0,D
713.0,196.0,200.0,222.0,226.0,135.0,95.0,72.0,35.0,98.0,94.0,140.0,89.0,35.0,52.0,73.0,97.0,83.0,47.0,55.0,57.0,65.0,51.0,33.0,42.0,64.0,65.0,44.0,45.0,37.0,17.0,172.25,24.666666,D
692.0,208.0,166.0,75.0,157.0,175.0,135.0,91.0,37.0,65.0,79.0,102.0,96.0,55.0,58.0,69.0,67.0,43.0,50.0,47.0,26.0,49.0,58.0,41.0,35.0,66.0,85.0,49.0,24.0,25.0,15.0,153.0,39.666668,D
874.0,129.0,110.0,81.0,182.0,123.0,119.0,91.0,76.0,29.0,66.0,81.0,68.0,55.0,41.0,54.0,39.0,20.0,48.0,58.0,52.0,54.0,53.0,33.0,17.0,60.0,57.0,36.0,24.0,14.0,36.0,153.0,55.0,D
899.0,207.0,139.0,220.0,170.0,68.0,71.0,86.0,96.0,28.0,41.0,62.0,62.0,60.0,43.0,43.0,15.0,25.0,43.0,64.0,44.0,40.0,67.0,46.0,31.0,60.0,42.0,24.0,21.0,32.0,40.0,153.0,54.5,D
500.0,213.0,119.0,357.0,231.0,152.0,66.0,144.0,91.0,54.0,60.0,84.0,74.0,94.0,67.0,65.0,51.0,54.0,41.0,72.0,38.0,30.0,54.0,45.0,41.0,45.0,53.0,32.0,19.0,33.0,21.0,191.5,64.5,D
248.0,232.0,186.0,439.0,445.0,232.0,200.0,144.0,105.0,88.0,80.0,53.0,97.0,138.0,100.0,79.0,73.0,58.0,42.0,59.0,57.0,35.0,56.0,52.0,57.0,45.0,51.0,25.0,37.0,40.0,52.0,191.5,61.0,D
462.0,165.0,230.0,406.0,513.0,388.0,225.0,79.0,98.0,132.0,74.0,49.0,102.0,103.0,82.0,73.0,40.0,46.0,43.0,36.0,46.0,54.0,70.0,56.0,50.0,42.0,34.0,44.0,63.0,74.0,68.0,153.0,49.5,D
544.0,129.0,181.0,227.0,326.0,293.0,121.0,102.0,104.0,135.0,71.0,101.0,80.0,35.0,63.0,57.0,35.0,32.0,33.0,71.0,55.0,53.0,52.0,52.0,40.0,18.0,28.0,54.0,78.0,106.0,102.0,153.0,35.0,D
463.0,92.0,170.0,123.0,121.0,181.0,95.0,123.0,73.0,124.0,61.0,112.0,110.0,66.0,77.0,53.0,41.0,42.0,56.0,105.0,84.0,39.0,59.0,39.0,57.0,52.0,39.0,46.0,59.0,78.0,44.0,178.66667,32.0,D
371.0,240.0,165.0,191.0,286.0,176.0,159.0,165.0,117.0,73.0,70.0,74.0,89.0,48.0,62.0,84.0,60.0,22.0,28.0,86.0,115.0,61.0,51.0,53.0,74.0,58.0,31.0,48.0,45.0,51.0,59.0,191.5,31.5,D
237.0,124.0,275.0,322.0,304.0,173.0,128.0,128.0,115.0,50.0,63.0,66.0,51.0,35.0,42.0,82.0,77.0,47.0,19.0,70.0,100.0,63.0,36.0,72.0,47.0,32.0,17.0,51.0,64.0,62.0,76.0,153.0,30.5,D
219.0,224.0,402.0,318.0,186.0,123.0,53.0,70.0,67.0,91.0,60.0,33.0,42.0,35.0,43.0,50.0,72.0,67.0,50.0,48.0,50.0,54.0,53.0,65.0,42.0,23.0,19.0,42.0,65.0,58.0,36.0,191.5,37.0,D
330.0,250.0,346.0,298.0,103.0,159.0,94.0,121.0,124.0,63.0,57.0,48.0,49.0,55.0,54.0,50.0,53.0,55.0,47.0,37.0,29.0,32.0,48.0,48.0,49.0,34.0,36.0,33.0,55.0,54.0,38.0,153.0,42.5,D
561.0,233.0,377.0,419.0,268.0,177.0,112.0,151.0,129.0,78.0,63.0,51.0,49.0,56.0,69.0,57.0,32.0,42.0,68.0,47.0,38.0,31.0,33.0,31.0,71.0,58.0,42.0,47.0,52.0,58.0,59.0,153.0,50.0,D
469.0,233.0,216.0,496.0,475.0,254.0,125.0,123.0,69.0,80.0,65.0,40.0,53.0,31.0,59.0,49.0,47.0,42.0,61.0,58.0,26.0,40.0,46.0,29.0,82.0,85.0,41.0,47.0,52.0,43.0,21.0,204.33333,45.0,D
205.0,192.0,112.0,347.0,478.0,218.0,124.0,74.0,73.0,44.0,58.0,50.0,40.0,34.0,46.0,26.0,48.0,47.0,32.0,43.0,23.0,42.0,65.0,61.0,58.0,73.0,65.0,51.0,36.0,30.0,25.0,153.0,45.0,D
140.0,108.0,171.0,152.0,374.0,198.0,137.0,51.0,82.0,33.0,70.0,78.0,66.0,42.0,32.0,40.0,36.0,44.0,28.0,22.0,32.0,25.0,53.0,78.0,38.0,50.0,38.0,36.0,43.0,32.0,30.0,153.0,38.5,D
226.0,173.0,139.0,223.0,274.0,191.0,146.0,147.0,123.0,61.0,106.0,112.0,62.0,22.0,27.0,22.0,12.0,28.0,52.0,50.0,44.0,45.0,50.0,57.0,40.0,45.0,55.0,77.0,69.0,40.0,45.0,204.33333,38.0,D
190.0,141.0,171.0,342.0,176.0,105.0,99.0,143.0,137.0,83.0,94.0,93.0,68.0,26.0,35.0,22.0,21.0,36.0,69.0,73.0,44.0,42.0,56.0,44.0,47.0,38.0,64.0,80.0,70.0,44.0,45.0,178.66667,28.5,D
208.0,193.0,334.0,376.0,198.0,64.0,66.0,94.0,82.0,64.0,48.0,61.0,51.0,40.0,43.0,43.0,29.0,39.0,69.0,56.0,25.0,27.0,43.0,45.0,69.0,68.0,16.0,49.0,37.0,32.0,39.0,230.0,33.0,D
202.0,352.0,261.0,298.0,222.0,61.0,26.0,76.0,35.0,65.0,35.0,46.0,30.0,24.0,44.0,59.0,39.0,28.0,47.0,31.0,13.0,25.0,37.0,29.0,70.0,63.0,27.0,20.0,18.0,28.0,22.0,178.66667,40.0,D
748.0,446.0,180.0,246.0,110.0,77.0,74.0,112.0,113.0,107.0,67.0,47.0,55.0,49.0,71.0,57.0,47.0,32.0,23.0,29.0,29.0,42.0,45.0,57.0,51.0,52.0,47.0,27.0,28.0,36.0,32.0,230.0,47.0,D
942.0,426.0,344.0,296.0,129.0,103.0,125.0,158.0,117.0,110.0,119.0,61.0,54.0,75.0,77.0,50.0,32.0,34.0,20.0,26.0,30.0,52.0,61.0,51.0,40.0,57.0,76.0,68.0,51.0,44.0,55.0,153.0,40.5,D
472.0,501.0,322.0,328.0,173.0,83.0,114.0,116.0,68.0,62.0,115.0,72.0,50.0,71.0,67.0,44.0,49.0,35.0,25.0,32.0,32.0,36.0,62.0,47.0,57.0,55.0,49.0,80.0,49.0,27.0,49.0,230.0,41.5,D
